Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2017-02-02 00:00:00-05:00,14.891530990600586,14.891530990600586,14.891530990600586,14.891530990600586,0,0.0,0.0,0.0
2017-02-03 00:00:00-05:00,14.97293758392334,14.97293758392334,14.97293758392334,14.97293758392334,0,0.0,0.0,0.0
2017-02-06 00:00:00-05:00,14.95258903503418,14.95258903503418,14.95258903503418,14.95258903503418,0,0.0,0.0,0.0
2017-02-07 00:00:00-05:00,14.94580364227295,14.94580364227295,14.94580364227295,14.94580364227295,0,0.0,0.0,0.0
2017-02-08 00:00:00-05:00,14.96615982055664,14.96615982055664,14.96615982055664,14.96615982055664,0,0.0,0.0,0.0
2017-02-09 00:00:00-05:00,14.993291854858397,14.993291854858397,14.993291854858397,14.993291854858398,0,0.0,0.0,0.0
2017-02-10 00:00:00-05:00,15.033999443054197,15.033999443054197,15.033999443054197,15.0339994430542,0,0.0,0.0,0.0
2017-02-13 00:00:00-05:00,15.101844787597656,15.101844787597656,15.101844787597656,15.101844787597656,0,0.0,0.0,0.0
2017-02-14 00:00:00-05:00,15.115410804748537,15.115410804748537,15.115410804748537,15.115410804748535,0,0.0,0.0,0.0
2017-02-15 00:00:00-05:00,15.156116485595703,15.156116485595703,15.156116485595703,15.156116485595703,0,0.0,0.0,0.0
2017-02-16 00:00:00-05:00,15.16290283203125,15.16290283203125,15.16290283203125,15.16290283203125,0,0.0,0.0,0.0
2017-02-17 00:00:00-05:00,15.16290283203125,15.16290283203125,15.16290283203125,15.16290283203125,0,0.0,0.0,0.0
2017-02-21 00:00:00-05:00,15.21717834472656,15.21717834472656,15.21717834472656,15.217178344726562,0,0.0,0.0,0.0
2017-02-22 00:00:00-05:00,15.210391998291014,15.210391998291014,15.210391998291014,15.210391998291016,0,0.0,0.0,0.0
2017-02-23 00:00:00-05:00,15.230744361877443,15.230744361877443,15.230744361877443,15.230744361877441,0,0.0,0.0,0.0
2017-02-24 00:00:00-05:00,15.230744361877443,15.230744361877443,15.230744361877443,15.230744361877441,0,0.0,0.0,0.0
2017-02-27 00:00:00-05:00,15.24431037902832,15.24431037902832,15.24431037902832,15.24431037902832,0,0.0,0.0,0.0
2017-02-28 00:00:00-05:00,15.21717834472656,15.21717834472656,15.21717834472656,15.217178344726562,0,0.0,0.0,0.0
2017-03-01 00:00:00-05:00,15.318940162658691,15.318940162658691,15.318940162658691,15.318940162658691,0,0.0,0.0,0.0
2017-03-02 00:00:00-05:00,15.251096725463869,15.251096725463869,15.251096725463869,15.251096725463867,0,0.0,0.0,0.0
2017-03-03 00:00:00-05:00,15.257881164550781,15.257881164550781,15.257881164550781,15.257881164550781,0,0.0,0.0,0.0
2017-03-06 00:00:00-05:00,15.223961830139158,15.223961830139158,15.223961830139158,15.22396183013916,0,0.0,0.0,0.0
2017-03-07 00:00:00-05:00,15.190037727355957,15.190037727355957,15.190037727355957,15.190037727355957,0,0.0,0.0,0.0
2017-03-08 00:00:00-05:00,15.12898063659668,15.12898063659668,15.12898063659668,15.12898063659668,0,0.0,0.0,0.0
2017-03-09 00:00:00-05:00,15.108631134033203,15.108631134033203,15.108631134033203,15.108631134033203,0,0.0,0.0,0.0
2017-03-10 00:00:00-05:00,15.14254951477051,15.14254951477051,15.14254951477051,15.142549514770508,0,0.0,0.0,0.0
2017-03-13 00:00:00-04:00,15.14254951477051,15.14254951477051,15.14254951477051,15.142549514770508,0,0.0,0.0,0.0
2017-03-14 00:00:00-04:00,15.08827781677246,15.08827781677246,15.08827781677246,15.088277816772461,0,0.0,0.0,0.0
2017-03-15 00:00:00-04:00,15.225759506225586,15.225759506225586,15.225759506225586,15.225759506225586,0,0.181,0.0,0.0
2017-03-16 00:00:00-04:00,15.232601165771483,15.232601165771483,15.232601165771483,15.232601165771484,0,0.0,0.0,0.0
2017-03-17 00:00:00-04:00,15.253116607666016,15.253116607666016,15.253116607666016,15.253116607666016,0,0.0,0.0,0.0
2017-03-20 00:00:00-04:00,15.253116607666016,15.253116607666016,15.253116607666016,15.253116607666016,0,0.0,0.0,0.0
2017-03-21 00:00:00-04:00,15.150518417358398,15.150518417358398,15.150518417358398,15.150518417358398,0,0.0,0.0,0.0
2017-03-22 00:00:00-04:00,15.164196968078615,15.164196968078615,15.164196968078615,15.164196968078613,0,0.0,0.0,0.0
2017-03-23 00:00:00-04:00,15.171038627624512,15.171038627624512,15.171038627624512,15.171038627624512,0,0.0,0.0,0.0
2017-03-24 00:00:00-04:00,15.164196968078615,15.164196968078615,15.164196968078615,15.164196968078613,0,0.0,0.0,0.0
2017-03-27 00:00:00-04:00,15.164196968078615,15.164196968078615,15.164196968078615,15.164196968078613,0,0.0,0.0,0.0
2017-03-28 00:00:00-04:00,15.232601165771483,15.232601165771483,15.232601165771483,15.232601165771484,0,0.0,0.0,0.0
2017-03-29 00:00:00-04:00,15.253116607666016,15.253116607666016,15.253116607666016,15.253116607666016,0,0.0,0.0,0.0
2017-03-30 00:00:00-04:00,15.266798973083494,15.266798973083494,15.266798973083494,15.266798973083496,0,0.0,0.0,0.0
2017-03-31 00:00:00-04:00,15.24627685546875,15.24627685546875,15.24627685546875,15.24627685546875,0,0.0,0.0,0.0
2017-04-03 00:00:00-04:00,15.212080955505371,15.212080955505371,15.212080955505371,15.212080955505371,0,0.0,0.0,0.0
2017-04-04 00:00:00-04:00,15.232601165771483,15.232601165771483,15.232601165771483,15.232601165771484,0,0.0,0.0,0.0
2017-04-05 00:00:00-04:00,15.218915939331055,15.218915939331055,15.218915939331055,15.218915939331055,0,0.0,0.0,0.0
2017-04-06 00:00:00-04:00,15.232601165771483,15.232601165771483,15.232601165771483,15.232601165771484,0,0.0,0.0,0.0
2017-04-07 00:00:00-04:00,15.225759506225586,15.225759506225586,15.225759506225586,15.225759506225586,0,0.0,0.0,0.0
2017-04-10 00:00:00-04:00,15.225759506225586,15.225759506225586,15.225759506225586,15.225759506225586,0,0.0,0.0,0.0
2017-04-11 00:00:00-04:00,15.239437103271484,15.239437103271484,15.239437103271484,15.239437103271484,0,0.0,0.0,0.0
2017-04-12 00:00:00-04:00,15.218915939331055,15.218915939331055,15.218915939331055,15.218915939331055,0,0.0,0.0,0.0
2017-04-13 00:00:00-04:00,15.130001068115234,15.130001068115234,15.130001068115234,15.130001068115234,0,0.0,0.0,0.0
2017-04-17 00:00:00-04:00,15.205234527587889,15.205234527587889,15.205234527587889,15.20523452758789,0,0.0,0.0,0.0
2017-04-18 00:00:00-04:00,15.198393821716307,15.198393821716307,15.198393821716307,15.198393821716309,0,0.0,0.0,0.0
2017-04-19 00:00:00-04:00,15.157358169555664,15.157358169555664,15.157358169555664,15.157358169555664,0,0.0,0.0,0.0
2017-04-20 00:00:00-04:00,15.205234527587889,15.205234527587889,15.205234527587889,15.20523452758789,0,0.0,0.0,0.0
2017-04-21 00:00:00-04:00,15.177874565124512,15.177874565124512,15.177874565124512,15.177874565124512,0,0.0,0.0,0.0
2017-04-24 00:00:00-04:00,15.321516990661621,15.321516990661621,15.321516990661621,15.321516990661621,0,0.0,0.0,0.0
2017-04-25 00:00:00-04:00,15.369394302368164,15.369394302368164,15.369394302368164,15.369394302368164,0,0.0,0.0,0.0
2017-04-26 00:00:00-04:00,15.348876953125,15.348876953125,15.348876953125,15.348876953125,0,0.0,0.0,0.0
2017-04-27 00:00:00-04:00,15.321516990661621,15.321516990661621,15.321516990661621,15.321516990661621,0,0.0,0.0,0.0
2017-04-28 00:00:00-04:00,15.287318229675293,15.287318229675293,15.287318229675293,15.287318229675293,0,0.0,0.0,0.0
2017-05-01 00:00:00-04:00,15.273637771606445,15.273637771606445,15.273637771606445,15.273637771606445,0,0.0,0.0,0.0
2017-05-02 00:00:00-04:00,15.321516990661621,15.321516990661621,15.321516990661621,15.321516990661621,0,0.0,0.0,0.0
2017-05-03 00:00:00-04:00,15.300993919372559,15.300993919372559,15.300993919372559,15.300993919372559,0,0.0,0.0,0.0
2017-05-04 00:00:00-04:00,15.294160842895508,15.294160842895508,15.294160842895508,15.294160842895508,0,0.0,0.0,0.0
2017-05-05 00:00:00-04:00,15.389916419982912,15.389916419982912,15.389916419982912,15.38991641998291,0,0.0,0.0,0.0
2017-05-08 00:00:00-04:00,15.362557411193848,15.362557411193848,15.362557411193848,15.362557411193848,0,0.0,0.0,0.0
2017-05-09 00:00:00-04:00,15.348876953125,15.348876953125,15.348876953125,15.348876953125,0,0.0,0.0,0.0
2017-05-10 00:00:00-04:00,15.376235008239746,15.376235008239746,15.376235008239746,15.376235008239746,0,0.0,0.0,0.0
2017-05-11 00:00:00-04:00,15.335196495056152,15.335196495056152,15.335196495056152,15.335196495056152,0,0.0,0.0,0.0
2017-05-12 00:00:00-04:00,15.348876953125,15.348876953125,15.348876953125,15.348876953125,0,0.0,0.0,0.0
2017-05-15 00:00:00-04:00,15.403598785400392,15.403598785400392,15.403598785400392,15.40359878540039,0,0.0,0.0,0.0
2017-05-16 00:00:00-04:00,15.444635391235352,15.444635391235352,15.444635391235352,15.444635391235352,0,0.0,0.0,0.0
2017-05-17 00:00:00-04:00,15.307836532592773,15.307836532592773,15.307836532592773,15.307836532592773,0,0.0,0.0,0.0
2017-05-18 00:00:00-04:00,15.300993919372559,15.300993919372559,15.300993919372559,15.300993919372559,0,0.0,0.0,0.0
2017-05-19 00:00:00-04:00,15.410434722900389,15.410434722900389,15.410434722900389,15.41043472290039,0,0.0,0.0,0.0
2017-05-22 00:00:00-04:00,15.458317756652832,15.458317756652832,15.458317756652832,15.458317756652832,0,0.0,0.0,0.0
2017-05-23 00:00:00-04:00,15.458317756652832,15.458317756652832,15.458317756652832,15.458317756652832,0,0.0,0.0,0.0
2017-05-24 00:00:00-04:00,15.499358177185059,15.499358177185059,15.499358177185059,15.499358177185059,0,0.0,0.0,0.0
2017-05-25 00:00:00-04:00,15.519878387451172,15.519878387451172,15.519878387451172,15.519878387451172,0,0.0,0.0,0.0
2017-05-26 00:00:00-04:00,15.526717185974121,15.526717185974121,15.526717185974121,15.526717185974121,0,0.0,0.0,0.0
2017-05-30 00:00:00-04:00,15.53355598449707,15.53355598449707,15.53355598449707,15.53355598449707,0,0.0,0.0,0.0
2017-05-31 00:00:00-04:00,15.53355598449707,15.53355598449707,15.53355598449707,15.53355598449707,0,0.0,0.0,0.0
2017-06-01 00:00:00-04:00,15.615635871887207,15.615635871887207,15.615635871887207,15.615635871887207,0,0.0,0.0,0.0
2017-06-02 00:00:00-04:00,15.6635103225708,15.6635103225708,15.6635103225708,15.6635103225708,0,0.0,0.0,0.0
2017-06-05 00:00:00-04:00,15.62931728363037,15.62931728363037,15.62931728363037,15.629317283630371,0,0.0,0.0,0.0
2017-06-06 00:00:00-04:00,15.622475624084473,15.622475624084473,15.622475624084473,15.622475624084473,0,0.0,0.0,0.0
2017-06-07 00:00:00-04:00,15.615635871887207,15.615635871887207,15.615635871887207,15.615635871887207,0,0.0,0.0,0.0
2017-06-08 00:00:00-04:00,15.588276863098145,15.588276863098145,15.588276863098145,15.588276863098145,0,0.0,0.0,0.0
2017-06-09 00:00:00-04:00,15.615635871887207,15.615635871887207,15.615635871887207,15.615635871887207,0,0.0,0.0,0.0
2017-06-12 00:00:00-04:00,15.615635871887207,15.615635871887207,15.615635871887207,15.615635871887207,0,0.0,0.0,0.0
2017-06-13 00:00:00-04:00,15.6635103225708,15.6635103225708,15.6635103225708,15.6635103225708,0,0.0,0.0,0.0
2017-06-14 00:00:00-04:00,15.67110061645508,15.67110061645508,15.67110061645508,15.671100616455078,0,0.181,0.0,0.0
2017-06-15 00:00:00-04:00,15.643523216247559,15.643523216247559,15.643523216247559,15.643523216247559,0,0.0,0.0,0.0
2017-06-16 00:00:00-04:00,15.684890747070312,15.684890747070312,15.684890747070312,15.684890747070312,0,0.0,0.0,0.0
2017-06-19 00:00:00-04:00,15.74693775177002,15.74693775177002,15.74693775177002,15.74693775177002,0,0.0,0.0,0.0
2017-06-20 00:00:00-04:00,15.643523216247559,15.643523216247559,15.643523216247559,15.643523216247559,0,0.0,0.0,0.0
2017-06-21 00:00:00-04:00,15.595263481140137,15.595263481140137,15.595263481140137,15.595263481140137,0,0.0,0.0,0.0
2017-06-22 00:00:00-04:00,15.602154731750487,15.602154731750487,15.602154731750487,15.602154731750488,0,0.0,0.0,0.0
2017-06-23 00:00:00-04:00,15.615942955017088,15.615942955017088,15.615942955017088,15.61594295501709,0,0.0,0.0,0.0
2017-06-26 00:00:00-04:00,15.636622428894043,15.636622428894043,15.636622428894043,15.636622428894043,0,0.0,0.0,0.0
2017-06-27 00:00:00-04:00,15.560792922973633,15.560792922973633,15.560792922973633,15.560792922973633,0,0.0,0.0,0.0
2017-06-28 00:00:00-04:00,15.636622428894043,15.636622428894043,15.636622428894043,15.636622428894043,0,0.0,0.0,0.0
2017-06-29 00:00:00-04:00,15.540105819702148,15.540105819702148,15.540105819702148,15.540105819702148,0,0.0,0.0,0.0
2017-06-30 00:00:00-04:00,15.5469970703125,15.5469970703125,15.5469970703125,15.5469970703125,0,0.0,0.0,0.0
2017-07-03 00:00:00-04:00,15.588362693786621,15.588362693786621,15.588362693786621,15.588362693786621,0,0.0,0.0,0.0
2017-07-05 00:00:00-04:00,15.567683219909666,15.567683219909666,15.567683219909666,15.567683219909668,0,0.0,0.0,0.0
2017-07-06 00:00:00-04:00,15.636622428894043,15.636622428894043,15.636622428894043,15.636622428894043,0,0.0,0.0,0.0
2017-07-07 00:00:00-04:00,15.505633354187012,15.505633354187012,15.505633354187012,15.505633354187012,0,0.0,0.0,0.0
2017-07-10 00:00:00-04:00,15.512527465820312,15.512527465820312,15.512527465820312,15.512527465820312,0,0.0,0.0,0.0
2017-07-11 00:00:00-04:00,15.498738288879393,15.498738288879393,15.498738288879393,15.498738288879395,0,0.0,0.0,0.0
2017-07-12 00:00:00-04:00,15.602154731750487,15.602154731750487,15.602154731750487,15.602154731750488,0,0.0,0.0,0.0
2017-07-13 00:00:00-04:00,15.629729270935059,15.629729270935059,15.629729270935059,15.629729270935059,0,0.0,0.0,0.0
2017-07-14 00:00:00-04:00,15.691783905029297,15.691783905029297,15.691783905029297,15.691783905029297,0,0.0,0.0,0.0
2017-07-17 00:00:00-04:00,15.684890747070312,15.684890747070312,15.684890747070312,15.684890747070312,0,0.0,0.0,0.0
2017-07-18 00:00:00-04:00,15.677989959716797,15.677989959716797,15.677989959716797,15.677989959716797,0,0.0,0.0,0.0
2017-07-19 00:00:00-04:00,15.726259231567383,15.726259231567383,15.726259231567383,15.726259231567383,0,0.0,0.0,0.0
2017-07-20 00:00:00-04:00,15.74693775177002,15.74693775177002,15.74693775177002,15.74693775177002,0,0.0,0.0,0.0
2017-07-21 00:00:00-04:00,15.719362258911133,15.719362258911133,15.719362258911133,15.719362258911133,0,0.0,0.0,0.0
2017-07-24 00:00:00-04:00,15.684890747070312,15.684890747070312,15.684890747070312,15.684890747070312,0,0.0,0.0,0.0
2017-07-25 00:00:00-04:00,15.74693775177002,15.74693775177002,15.74693775177002,15.74693775177002,0,0.0,0.0,0.0
2017-07-26 00:00:00-04:00,15.774516105651854,15.774516105651854,15.774516105651854,15.774516105651855,0,0.0,0.0,0.0
2017-07-27 00:00:00-04:00,15.774516105651854,15.774516105651854,15.774516105651854,15.774516105651855,0,0.0,0.0,0.0
2017-07-28 00:00:00-04:00,15.753831863403322,15.753831863403322,15.753831863403322,15.75383186340332,0,0.0,0.0,0.0
2017-07-31 00:00:00-04:00,15.767620086669922,15.767620086669922,15.767620086669922,15.767620086669922,0,0.0,0.0,0.0
2017-08-01 00:00:00-04:00,15.802092552185059,15.802092552185059,15.802092552185059,15.802092552185059,0,0.0,0.0,0.0
2017-08-02 00:00:00-04:00,15.788302421569822,15.788302421569822,15.788302421569822,15.788302421569824,0,0.0,0.0,0.0
2017-08-03 00:00:00-04:00,15.781404495239258,15.781404495239258,15.781404495239258,15.781404495239258,0,0.0,0.0,0.0
2017-08-04 00:00:00-04:00,15.788302421569822,15.788302421569822,15.788302421569822,15.788302421569824,0,0.0,0.0,0.0
2017-08-07 00:00:00-04:00,15.795196533203125,15.795196533203125,15.795196533203125,15.795196533203125,0,0.0,0.0,0.0
2017-08-08 00:00:00-04:00,15.774516105651854,15.774516105651854,15.774516105651854,15.774516105651855,0,0.0,0.0,0.0
2017-08-09 00:00:00-04:00,15.753831863403322,15.753831863403322,15.753831863403322,15.75383186340332,0,0.0,0.0,0.0
2017-08-10 00:00:00-04:00,15.636622428894043,15.636622428894043,15.636622428894043,15.636622428894043,0,0.0,0.0,0.0
2017-08-11 00:00:00-04:00,15.62283992767334,15.62283992767334,15.62283992767334,15.62283992767334,0,0.0,0.0,0.0
2017-08-14 00:00:00-04:00,15.712469100952148,15.712469100952148,15.712469100952148,15.712469100952148,0,0.0,0.0,0.0
2017-08-15 00:00:00-04:00,15.705575942993164,15.705575942993164,15.705575942993164,15.705575942993164,0,0.0,0.0,0.0
2017-08-16 00:00:00-04:00,15.74693775177002,15.74693775177002,15.74693775177002,15.74693775177002,0,0.0,0.0,0.0
2017-08-17 00:00:00-04:00,15.595263481140137,15.595263481140137,15.595263481140137,15.595263481140137,0,0.0,0.0,0.0
2017-08-18 00:00:00-04:00,15.581470489501951,15.581470489501951,15.581470489501951,15.581470489501953,0,0.0,0.0,0.0
2017-08-21 00:00:00-04:00,15.602154731750487,15.602154731750487,15.602154731750487,15.602154731750488,0,0.0,0.0,0.0
2017-08-22 00:00:00-04:00,15.67110061645508,15.67110061645508,15.67110061645508,15.671100616455078,0,0.0,0.0,0.0
2017-08-23 00:00:00-04:00,15.67110061645508,15.67110061645508,15.67110061645508,15.671100616455078,0,0.0,0.0,0.0
2017-08-24 00:00:00-04:00,15.664206504821777,15.664206504821777,15.664206504821777,15.664206504821777,0,0.0,0.0,0.0
2017-08-25 00:00:00-04:00,15.705575942993164,15.705575942993164,15.705575942993164,15.705575942993164,0,0.0,0.0,0.0
2017-08-28 00:00:00-04:00,15.705575942993164,15.705575942993164,15.705575942993164,15.705575942993164,0,0.0,0.0,0.0
2017-08-29 00:00:00-04:00,15.691783905029297,15.691783905029297,15.691783905029297,15.691783905029297,0,0.0,0.0,0.0
2017-08-30 00:00:00-04:00,15.712469100952148,15.712469100952148,15.712469100952148,15.712469100952148,0,0.0,0.0,0.0
2017-08-31 00:00:00-04:00,15.788302421569822,15.788302421569822,15.788302421569822,15.788302421569824,0,0.0,0.0,0.0
2017-09-01 00:00:00-04:00,15.808987617492674,15.808987617492674,15.808987617492674,15.808987617492676,0,0.0,0.0,0.0
2017-09-05 00:00:00-04:00,15.767620086669922,15.767620086669922,15.767620086669922,15.767620086669922,0,0.0,0.0,0.0
2017-09-06 00:00:00-04:00,15.795196533203125,15.795196533203125,15.795196533203125,15.795196533203125,0,0.0,0.0,0.0
2017-09-07 00:00:00-04:00,15.843461036682129,15.843461036682129,15.843461036682129,15.843461036682129,0,0.0,0.0,0.0
2017-09-08 00:00:00-04:00,15.850353240966795,15.850353240966795,15.850353240966795,15.850353240966797,0,0.0,0.0,0.0
2017-09-11 00:00:00-04:00,15.946869850158691,15.946869850158691,15.946869850158691,15.946869850158691,0,0.0,0.0,0.0
2017-09-12 00:00:00-04:00,15.97445487976074,15.97445487976074,15.97445487976074,15.974454879760742,0,0.0,0.0,0.0
2017-09-13 00:00:00-04:00,15.961250305175781,15.961250305175781,15.961250305175781,15.961250305175781,0,0.181,0.0,0.0
2017-09-14 00:00:00-04:00,15.995997428894043,15.995997428894043,15.995997428894043,15.995997428894043,0,0.0,0.0,0.0
2017-09-15 00:00:00-04:00,16.030736923217773,16.030736923217773,16.030736923217773,16.030736923217773,0,0.0,0.0,0.0
2017-09-18 00:00:00-04:00,16.05853271484375,16.05853271484375,16.05853271484375,16.05853271484375,0,0.0,0.0,0.0
2017-09-19 00:00:00-04:00,16.093280792236328,16.093280792236328,16.093280792236328,16.093280792236328,0,0.0,0.0,0.0
2017-09-20 00:00:00-04:00,16.08633041381836,16.08633041381836,16.08633041381836,16.08633041381836,0,0.0,0.0,0.0
2017-09-21 00:00:00-04:00,16.08633041381836,16.08633041381836,16.08633041381836,16.08633041381836,0,0.0,0.0,0.0
2017-09-22 00:00:00-04:00,16.100229263305664,16.100229263305664,16.100229263305664,16.100229263305664,0,0.0,0.0,0.0
2017-09-25 00:00:00-04:00,16.100229263305664,16.100229263305664,16.100229263305664,16.100229263305664,0,0.0,0.0,0.0
2017-09-26 00:00:00-04:00,16.06548500061035,16.06548500061035,16.06548500061035,16.06548500061035,0,0.0,0.0,0.0
2017-09-27 00:00:00-04:00,16.06548500061035,16.06548500061035,16.06548500061035,16.06548500061035,0,0.0,0.0,0.0
2017-09-28 00:00:00-04:00,16.093280792236328,16.093280792236328,16.093280792236328,16.093280792236328,0,0.0,0.0,0.0
2017-09-29 00:00:00-04:00,16.13496971130371,16.13496971130371,16.13496971130371,16.13496971130371,0,0.0,0.0,0.0
2017-10-02 00:00:00-04:00,16.17666244506836,16.17666244506836,16.17666244506836,16.17666244506836,0,0.0,0.0,0.0
2017-10-03 00:00:00-04:00,16.197505950927734,16.197505950927734,16.197505950927734,16.197505950927734,0,0.0,0.0,0.0
2017-10-04 00:00:00-04:00,16.197505950927734,16.197505950927734,16.197505950927734,16.197505950927734,0,0.0,0.0,0.0
2017-10-05 00:00:00-04:00,16.225305557250977,16.225305557250977,16.225305557250977,16.225305557250977,0,0.0,0.0,0.0
2017-10-06 00:00:00-04:00,16.197505950927734,16.197505950927734,16.197505950927734,16.197505950927734,0,0.0,0.0,0.0
2017-10-09 00:00:00-04:00,16.211408615112305,16.211408615112305,16.211408615112305,16.211408615112305,0,0.0,0.0,0.0
2017-10-10 00:00:00-04:00,16.26699447631836,16.26699447631836,16.26699447631836,16.26699447631836,0,0.0,0.0,0.0
2017-10-11 00:00:00-04:00,16.287843704223633,16.287843704223633,16.287843704223633,16.287843704223633,0,0.0,0.0,0.0
2017-10-12 00:00:00-04:00,16.308691024780273,16.308691024780273,16.308691024780273,16.308691024780273,0,0.0,0.0,0.0
2017-10-13 00:00:00-04:00,16.315641403198242,16.315641403198242,16.315641403198242,16.315641403198242,0,0.0,0.0,0.0
2017-10-16 00:00:00-04:00,16.315641403198242,16.315641403198242,16.315641403198242,16.315641403198242,0,0.0,0.0,0.0
