Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03 00:00:00+02:00,1.6686192485751379,1.79697457538861,1.6686192485751379,1.7713035345077515,5790,0.0,0.0
2000-01-04 00:00:00+02:00,1.7841389937435914,1.7841389937435914,1.7713035345077512,1.7713035345077515,480,0.0,0.0
2000-01-07 00:00:00+02:00,1.6942905554460936,1.7456327676773074,1.6942905554460936,1.7456327676773071,3510,0.0,0.0
2000-01-10 00:00:00+02:00,1.796974669769458,1.9124944210052492,1.7713036275403027,1.912494421005249,7470,0.0,0.0
2000-01-11 00:00:00+02:00,1.7610353564933154,1.7610353564933154,1.6429484300503434,1.6942905187606812,22040,0.0,0.0
2000-01-12 00:00:00+02:00,1.7327968669022193,1.7918403205967361,1.7199612855911255,1.7199612855911255,8200,0.0,0.0
2000-01-13 00:00:00+02:00,1.791840688288484,1.7969748973846436,1.791840688288484,1.7969748973846436,10200,0.0,0.0
2000-01-14 00:00:00+02:00,1.7584679126739502,1.7584679126739502,1.7584679126739502,1.7584679126739502,600,0.0,0.0
2000-01-17 00:00:00+02:00,1.791840205844693,1.7944072484970093,1.7584677945004064,1.7944072484970093,1600,0.0,0.0
2000-01-18 00:00:00+02:00,1.771303774235383,1.771303774235383,1.6942905187606812,1.6942905187606812,2400,0.0,0.0
2000-01-19 00:00:00+02:00,1.7456327676773074,1.7456327676773074,1.7456327676773074,1.7456327676773071,400,0.0,0.0
2000-01-21 00:00:00+02:00,1.7584679126739502,1.7584679126739502,1.7584679126739502,1.7584679126739502,500,0.0,0.0
2000-01-24 00:00:00+02:00,1.7584682304612584,1.7713038141325514,1.7071261405944822,1.7071261405944824,4800,0.0,0.0
2000-01-25 00:00:00+02:00,1.7071261021428632,1.71996156311585,1.6942905187606812,1.6942905187606812,3000,0.0,0.0
2000-01-26 00:00:00+02:00,1.6942901076787988,1.71996114580546,1.642948031425476,1.642948031425476,4800,0.0,0.0
2000-01-27 00:00:00+02:00,1.6686192750930786,1.6686192750930786,1.6686192750930786,1.6686192750930786,2600,0.0,0.0
2000-01-28 00:00:00+02:00,1.6686192750930786,1.6686192750930786,1.6686192750930786,1.6686192750930786,2000,0.0,0.0
2000-01-31 00:00:00+02:00,1.6429483834457033,1.717394471168518,1.6429483834457033,1.717394471168518,658,0.0,0.0
2000-02-01 00:00:00+02:00,1.6686192750930786,1.6686192750930786,1.6686192750930786,1.6686192750930786,22400,0.0,0.0
2000-02-02 00:00:00+02:00,1.6686192750930786,1.6686192750930786,1.6686192750930786,1.6686192750930786,14000,0.0,0.0
2000-02-03 00:00:00+02:00,1.6942903163819054,1.6942903163819054,1.6686192750930786,1.6686192750930786,12400,0.0,0.0
2000-02-07 00:00:00+02:00,1.6686191627735956,1.6711863279342651,1.6686191627735956,1.6711863279342651,4270,0.0,0.0
2000-02-08 00:00:00+02:00,1.6686191964733559,1.7199612766319432,1.6686191964733559,1.6814547777175903,4200,0.0,0.0
2000-02-09 00:00:00+02:00,1.6942904706996476,1.7456326803627833,1.6686194270726755,1.717394471168518,8000,0.0,0.0
2000-02-10 00:00:00+02:00,1.7327968723797884,1.835481155965611,1.7327968723797884,1.7584679126739502,12260,0.0,0.0
2000-02-11 00:00:00+02:00,1.7969748973846436,1.7969748973846436,1.781572270096165,1.7969748973846436,8600,0.0,0.0
2000-02-15 00:00:00+02:00,1.7199616003571017,1.7456327676773074,1.655783926874983,1.7456327676773071,8400,0.0,0.0
2000-02-16 00:00:00+02:00,1.7969748590659398,1.7969748590659398,1.6609181373051858,1.7071261405944824,4570,0.0,0.0
2000-02-18 00:00:00+02:00,1.7173943147464394,1.7173943147464394,1.6686192750930786,1.6686192750930786,3200,0.0,0.0
2000-02-21 00:00:00+02:00,1.7045589748965446,1.7071261405944822,1.7045589748965446,1.7071261405944824,1400,0.0,0.0
2000-02-22 00:00:00+02:00,1.7173941991437705,1.7173941991437705,1.6711863279342651,1.6711863279342651,1600,0.0,0.0
2000-02-23 00:00:00+02:00,1.6711864404265515,1.6711864404265515,1.6686192750930786,1.6686192750930786,1000,0.0,0.0
2000-02-25 00:00:00+02:00,1.663485282235407,1.6686194911579868,1.6583510733128273,1.660918116569519,1200,0.0,0.0
2000-02-28 00:00:00+02:00,1.6609181165695188,1.6609181165695188,1.6609181165695188,1.660918116569519,1960,0.0,0.0
2000-02-29 00:00:00+02:00,1.7071261021428632,1.7071261021428632,1.6942905187606812,1.6942905187606812,1410,0.0,0.0
2000-03-01 00:00:00+02:00,1.6942904307808428,1.6942904307808428,1.666052222251892,1.666052222251892,1400,0.0,0.0
2000-03-02 00:00:00+02:00,1.6686194744055123,1.7456327298802141,1.6686194744055123,1.6942905187606812,7800,0.0,0.0
2000-03-03 00:00:00+02:00,1.6814548569420822,1.719961357670732,1.6686192750930786,1.6686192750930786,7940,0.0,0.0
2000-03-06 00:00:00+02:00,1.6737537566676144,1.7969748973846436,1.6737537566676144,1.7969748973846436,3600,0.0,0.0
2000-03-07 00:00:00+02:00,1.707125871101015,1.7713035345077512,1.6942902894559966,1.7713035345077515,1800,0.0,0.0
2000-03-09 00:00:00+02:00,1.7456327789524129,1.771303824029231,1.7071261501325863,1.709693193435669,8720,0.0,0.0
2000-03-10 00:00:00+02:00,1.7456326091285148,1.7456326091285148,1.730229861171682,1.7327970266342163,1200,0.0,0.0
2000-03-13 00:00:00+02:00,1.7713035345077512,1.7713035345077512,1.7713035345077512,1.7713035345077515,620,0.0,0.0
2000-03-14 00:00:00+02:00,1.750766817644397,1.750766817644397,1.7327970266342163,1.7327970266342163,2600,0.0,0.0
2000-03-15 00:00:00+02:00,1.6942902365526495,1.6942902365526495,1.6763205697017314,1.6814547777175903,3000,0.0,0.0
2000-03-16 00:00:00+02:00,1.673753187831065,1.673753187831065,1.6044413273844242,1.617276906967163,10710,0.0,0.0
2000-03-17 00:00:00+02:00,1.6429479437234822,1.6429479437234822,1.5787702906281054,1.617276906967163,34220,0.0,0.0
2000-03-20 00:00:00+02:00,1.6686190479802119,1.7430651187896729,1.624978222524494,1.7430651187896729,1400,0.0,0.0
2000-03-21 00:00:00+02:00,1.71996114580546,1.71996114580546,1.642948031425476,1.642948031425476,1428,0.0,0.0
2000-03-22 00:00:00+02:00,1.6301125836409935,1.7199612855911255,1.6301125836409935,1.7199612855911255,1000,0.0,0.0
2000-03-23 00:00:00+02:00,1.6557836532592771,1.7199613161361356,1.6557836532592771,1.6557836532592773,4272,0.0,0.0
2000-03-24 00:00:00+02:00,1.71996114580546,1.71996114580546,1.642948031425476,1.642948031425476,6300,0.0,0.0
2000-03-27 00:00:00+03:00,1.6686192750930786,1.6686192750930786,1.6686192750930786,1.6686192750930786,240,0.0,0.0
2000-03-28 00:00:00+03:00,1.642948031425476,1.642948031425476,1.642948031425476,1.642948031425476,400,0.0,0.0
2000-03-30 00:00:00+03:00,1.645515236991714,1.6557836532592771,1.645515236991714,1.6557836532592773,400,0.0,0.0
2000-03-31 00:00:00+03:00,1.6686194744055123,1.6942905187606812,1.6686194744055123,1.6942905187606812,7000,0.0,0.0
2000-04-03 00:00:00+03:00,1.68145477771759,1.68145477771759,1.68145477771759,1.6814547777175903,600,0.0,0.0
2000-04-04 00:00:00+03:00,1.6711866400456268,1.6942905187606812,1.6686194744055123,1.6942905187606812,7304,0.0,0.0
2000-04-05 00:00:00+03:00,1.719961357670732,1.719961357670732,1.6686192750930786,1.6686192750930786,2200,0.0,0.0
2000-04-06 00:00:00+03:00,1.6942902023344317,1.7918402750747817,1.6711863279342651,1.6711863279342651,3600,0.0,0.0
2000-04-07 00:00:00+03:00,1.7584682679588468,1.7969748973846436,1.7584682679588468,1.7969748973846436,2600,0.0,0.0
2000-04-10 00:00:00+03:00,1.7713036221201213,1.7969746642707234,1.6763207049583018,1.6865891218185425,2200,0.0,0.0
2000-04-11 00:00:00+03:00,1.7713038141325514,1.7713038141325514,1.7071261405944822,1.7071261405944824,1070,0.0,0.0
2000-04-12 00:00:00+03:00,1.7122600078582764,1.7122600078582764,1.7122600078582764,1.7122600078582764,2000,0.0,0.0
2000-04-13 00:00:00+03:00,1.7199612855911255,1.7199612855911255,1.7199612855911255,1.7199612855911255,600,0.0,0.0
2000-04-14 00:00:00+03:00,1.7969746942873355,1.8483167794461561,1.7327970266342163,1.7327970266342163,10400,0.0,0.0
2000-04-17 00:00:00+03:00,2.364758253097534,2.4463015606879677,2.323986404887737,2.364758253097534,8000,2.5,0.0
2000-04-18 00:00:00+03:00,2.5482306535563737,2.5482306535563737,2.303600549697876,2.303600549697876,2180,0.0,0.0
2000-04-19 00:00:00+03:00,2.4870734214782715,2.4870734214782715,2.4870734214782715,2.4870734214782715,2800,0.0,0.0
2000-04-20 00:00:00+03:00,2.523767657149328,2.5482306480407715,2.523767657149328,2.5482306480407715,4800,0.0,0.0
2000-04-25 00:00:00+03:00,2.5074590528381973,2.5686166286468506,2.5074590528381973,2.5686166286468506,5002,0.0,0.0
2000-04-27 00:00:00+03:00,2.5278447645091546,2.5278447645091546,2.4463014602661133,2.4463014602661133,1600,0.0,0.0
2000-04-28 00:00:00+03:00,2.4666873835341603,2.487073112387634,2.4463014602661133,2.4463014602661133,4420,0.0,0.0
2000-05-02 00:00:00+03:00,2.6053111464229617,2.6053111464229617,2.5278449058532715,2.5278449058532715,560,0.0,0.0
2000-05-03 00:00:00+03:00,2.4544557906904174,2.4544557906904174,2.4463014602661133,2.4463014602661133,800,0.0,0.0
2000-05-04 00:00:00+03:00,2.5278449058532715,2.5278449058532715,2.5278449058532715,2.5278449058532715,2478,0.0,0.0
2000-05-05 00:00:00+03:00,2.5482308302611942,2.5482308302611942,2.5278449058532715,2.5278449058532715,1400,0.0,0.0
2000-05-10 00:00:00+03:00,2.5278449058532715,2.5278449058532715,2.5278449058532715,2.5278449058532715,5200,0.0,0.0
2000-05-12 00:00:00+03:00,2.454455852508545,2.454455852508545,2.454455852508545,2.454455852508545,600,0.0,0.0
2000-05-15 00:00:00+03:00,2.5074591636657715,2.5074591636657715,2.5074591636657715,2.5074591636657715,400,0.0,0.0
2000-05-19 00:00:00+03:00,2.4544561515463954,2.4626104831695557,2.4544561515463954,2.4626104831695557,1200,0.0,0.0
2000-05-22 00:00:00+03:00,2.446301753578446,2.487073410588501,2.446301753578446,2.4666876792907715,2400,0.0,0.0
2000-05-30 00:00:00+03:00,2.4463014602661133,2.4463014602661133,2.4463014602661133,2.4463014602661133,1356,0.0,0.0
2000-05-31 00:00:00+03:00,2.466687690091282,2.4870734214782715,2.466687690091282,2.4870734214782715,600,0.0,0.0
